CustomerNumber,NoteDate,Subject,Note,RelatedTo,Type
16482,2015-03-15T09:57:22,Added by Kristin Crocker,GIFT: through spring 2015 from Ellen Martinez to Posey & Lawrence Saenz then up to the Saenzes if they want to continue; SHShip: advise gift recipient of impending shipment; add note that gift membership will end on 8/1 offer opportunity to continue membership; CONTACTFALL2015: contact gift recipient in August 2015 to determine if they would like to assume membership,Contact,Note
16912,2015-03-15T09:56:23,Added by Kristin Crocker,GIFT: through spring 2015 from Gardner for J&A Sullivan; then up to the Sullivans if they want to continue; SHShip: advise gift recipient of impending shipment; add note that gift membership will end on 8/1 offer opportunity to continue membership; CONTACTFALL2015: contact gift recipient in August 2015 to determine if they would like to assume membership,Contact,Note
20193,2015-03-15T09:55:18,Added by Kristin Crocker,GIFT: through spring 2015 from Jessica Cadogan to Blair & Bobby Fanning; SHShip: advise gift recipient of impending shipment; add note that gift membership will end on 8/1 offer opportunity to continue; CONTACTFALL2015: contact gift recipient in August 2015 to determine if they would like to assume membership,Contact,Note
2835,2016-02-25T12:18:11,Added by Kristin Crocker,IW Discount (Imperial Hotel),Contact,Note
12005,2016-02-25T12:21:07,Added by Kristin Crocker,IW Discount (Muscardini Cellars),Contact,Note
11584,2016-02-25T12:21:42,Added by Kristin Crocker,IW Discount (Paradox Wine),Contact,Note
2561,2016-02-25T12:22:08,Added by Kristin Crocker,IW Discount (ZAP),Contact,Note
2045,2015-07-03T22:00:48,Added by Kristin Crocker,"Not drinking the ""reserve"" wines; will order as needs wine",Contact,Note
2652,2015-03-14T17:12:32,Added by Kristin Crocker,SHDeliverAlways ($5 charge),Contact,Note
2652,2015-08-07T11:48:14,Added by Kristin Crocker,SHDeliverAlways - $5 charge,Contact,Note
3063,2015-03-14T17:14:02,Added by Kristin Crocker,SHDeliverAlways ($5 charge),Contact,Note
2938,2016-02-27T16:32:54,Added by Kristin Crocker,ShipDateAlways CustomSpring2016 - For spring 2016 change to pickup (then change back to ship post-processing) - Add 6 2009 AX-1 - firefighter always check when to ship (set ship date way into future so won't inadvertently ship automatically),Contact,Note
2938,2016-02-24T21:27:00,Added by Kristin Crocker,ShipDateAlways - firefighter always check when to ship,Contact,Note
2792,2016-02-24T23:05:15,Added by Kristin Crocker,ShipDateSpring2016 - ship on March 8th - CustomAlwaysFall spring 6 pack instead of SG  - spring 6 pack for fall and spring,Contact,Note
4161,2015-01-17T22:39:41,Added by Kristin Crocker,rec email from customer try cc again and is supposed to be a ship to customer; BN cancelled by office after missing spring and fall 2014,Contact,Note
3497,2014-11-20T15:03:20,Added by Kristin Crocker,12-3-13 Does not have anyone that can receive his shipment so cancelling for now ... 11-20-14 Found someone to receive shipment and reinstated membership.,Contact,Note
1744,2016-02-17T13:05:49,Added by Kristin Crocker,ShipDateSpring2016 ShipTemp -- Ship 3/14 ,Contact,Note
15322,2016-02-25T12:24:48,Added by Kristin Crocker,ShipTemp,Contact,Note
3325,2016-02-24T23:04:14,Added by Kristin Crocker,CustomSpring2016 PoP - Will let us know custom order when visits March 19; in meantime create 6 OGP Zin order ask for Suzy's help (15% discount only $28.04/bottle) - Always use fake cc which will result in pending order,Contact,Note
14983,2015-03-15T09:50:24,Added by Anamieke Kegge,PoPAlways: Member would like to pay on pick-up; ContactAlways: text with club details total and release date on his cell number (primary number on contact page).,Contact,Note
13123,2015-03-14T16:27:01,Added by Anamieke Kegge,Cancel after Spring 2015 WC is run.  Not a fan of the Sangiovese Normale any longer.  Have we offered him other options for fall?,Contact,Note
